area_type,availability,location,size,society,total_sqft,bath,balcony,price,imagePath,email,address,contact_number
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,No Society,1100,2,1,54,/House_Pics/38.jpg,eotpcago@eebkq.com,39  Second Road  yelahanka  Bangalore - 560064,8144367387
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,975,2,1,65,/House_Pics/39.jpg,fbhoqpej@bhdxt.com,97  Second Road  hebbal  Bangalore - 560024,9782581001
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1306,2,2,44.17,/House_Pics/40.jpg,kmulccjo@jrfse.com,18  Main Street  hebbal  Bangalore - 560024,8847746523
Plot  Area,Ready To Move,Roopena Agrahara,4 Bedroom,No Society,1200,4,1,95,/House_Pics/41.jpg,sxricggb@fstgx.com,58  First Avenue  hebbal  Bangalore - 560024,8796749225
Super built-up  Area,Ready To Move,Kalena Agrahara,1 BHK,MBpleca,610,1,1,39,/House_Pics/42.jpg,awfgocem@pyska.com,56  Park Avenue  btm  Bangalore - 560076,8593533177
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1484,2,2,56.4,/House_Pics/43.jpg,jqfnerzn@jxyva.com,43  Park Avenue  yelahanka  Bangalore - 560064,8045419682
Super built-up  Area,17-May,Ramamurthy Nagar,2 BHK,Vedhias,1125,2,1,47,/House_Pics/44.jpg,drzgiakh@zrrhf.com,35  First Avenue  hebbal  Bangalore - 560024,9932684069
Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,Rosha I,1447,2,1,75.97,/House_Pics/45.jpg,uplxdcmd@rqozz.com,84  Main Street  hebbal  Bangalore - 560024,9344903513
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2882,5,1,158,/House_Pics/46.jpg,ffmgjltd@bwfrl.com,97  Park Avenue  whitefield  Bangalore - 560066,8324211461
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,No Society,750,4,0,88,/House_Pics/47.jpg,keuswhdv@uaxtx.com,33  Park Avenue  electroniccity  Bangalore - 560100,8697292291
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,No Society,2075,3,1,115,/House_Pics/48.jpg,xoeqbetw@oweux.com,85  Park Avenue  whitefield  Bangalore - 560066,8693497598
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,2 BHK,Pantsce,1250,2,1,58,/House_Pics/49.jpg,vetzlorz@clszm.com,19  Elm Street  hebbal  Bangalore - 560024,8603099355
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,No Society,1272,2,2,51.5,/House_Pics/50.jpg,fqtzehnw@rwykb.com,93  Second Road  electroniccity  Bangalore - 560100,8188405929
Plot  Area,Ready To Move,Banashankari Stage II,4 Bedroom,No Society,1050,3,2,125,/House_Pics/51.jpg,hxujwsyp@ixpli.com,10  Park Avenue  btm  Bangalore - 560076,9923534918
Super built-up  Area,18-Aug,Venkateshpuram,2 BHK,No Society,625,2,1,24,/House_Pics/52.jpg,oisqxurq@mhdmk.com,29  Elm Street  whitefield  Bangalore - 560066,9587708429
Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,840,2,2,50,/House_Pics/53.jpg,uwgejonu@czjtw.com,68  Elm Street  btm  Bangalore - 560076,8308415553
Super built-up  Area,Ready To Move,Hennur Road,4 BHK,Samittv,2502,4,2,180,/House_Pics/54.jpg,emcjklrz@oxdcd.com,69  Main Street  hebbal  Bangalore - 560024,9511961816
Super built-up  Area,Ready To Move,Rayasandra,1 BHK,MJeusyl,583,1,1,26.9,/House_Pics/55.jpg,yztnhxir@yioxw.com,11  Elm Street  yelahanka  Bangalore - 560064,9366193952
Super built-up  Area,18-Dec,Gunjur Palya,2 BHK,No Society,900,2,1,27,/House_Pics/56.jpg,tcifajkl@pmpfj.com,77  Elm Street  electroniccity  Bangalore - 560100,8349998567
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,No Society,1115,2,2,50,/House_Pics/57.jpg,rivrnahx@gikik.com,82  Elm Street  electroniccity  Bangalore - 560100,8653347887
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2 BHK,No Society,1464,2,2,56,/House_Pics/58.jpg,zbgjodff@xddsu.com,44  Elm Street  mekhricircle  Bangalore - 560006,9088301730
Built-up  Area,18-Mar,Kanakapura,3 Bedroom,No Society,2200,3,1,121,/House_Pics/59.jpg,yrhrugbu@jfnji.com,91  Main Street  mekhricircle  Bangalore - 560006,9840906237
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,750,1,1,51,/House_Pics/60.jpg,ktfqtimh@yuamy.com,15  First Avenue  whitefield  Bangalore - 560066,9763129176
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Afncyad,1600,3,3,58,/House_Pics/61.jpg,cyqkqqfd@pkpwx.com,27  Elm Street  whitefield  Bangalore - 560066,9593498029
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,SLarei ,1365,2,2,49,/House_Pics/62.jpg,hkwliqqb@ggarn.com,62  Elm Street  whitefield  Bangalore - 560066,9759321036
Built-up  Area,21-Dec,Judicial Layout  Kanakapura Road  ,3 BHK,No Society,1300,3,2,64,/House_Pics/63.jpg,baszfepj@dtwou.com,66  Park Avenue  yelahanka  Bangalore - 560064,8839754877
Built-up  Area,Ready To Move,Kurubarahalli,1 Bedroom,No Society,1200,1,0,69,/House_Pics/64.jpg,xxiabzzj@iujrw.com,91  Second Road  hebbal  Bangalore - 560024,8310476893
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1260,2,2,35,/House_Pics/65.jpg,zrixhtzv@ntlsw.com,85  First Avenue  electroniccity  Bangalore - 560100,9555737732
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Sarlsm ,1190,2,2,33.92,/House_Pics/66.jpg,flwxoctx@jkmqo.com,48  Park Avenue  electroniccity  Bangalore - 560100,9003800962
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480,4,1,260,/House_Pics/67.jpg,xyjiaoeq@lmihb.com,41  Second Road  mekhricircle  Bangalore - 560006,9546577124
Super built-up  Area,18-May,Vishwapriya Layout,3 BHK,No Society,1250,3,2,38,/House_Pics/68.jpg,ixjeqpqk@sooto.com,16  Second Road  hebbal  Bangalore - 560024,8537194367
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,No Society,1500,3,0,75,/House_Pics/69.jpg,vcfhrcca@fulrh.com,33  Main Street  yelahanka  Bangalore - 560064,8251532196
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,Naiewre,1510,3,3,47.57,/House_Pics/70.jpg,xhqieegd@brghd.com,34  Main Street  yelahanka  Bangalore - 560064,8618756184
Super built-up  Area,19-Jan,7th Phase JP Nagar,2 BHK,No Society,1187,2,1,59,/House_Pics/71.jpg,rmatwdyx@sfgco.com,67  Main Street  mekhricircle  Bangalore - 560006,8873286799
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Rasom B,1120,2,1,53.76,/House_Pics/72.jpg,pycpmrpp@dvzkf.com,53  Elm Street  mekhricircle  Bangalore - 560006,8419153722
Super built-up  Area,20-Dec,Whitefield,2 BHK,Somns T,981,2,0,34.555,/House_Pics/73.jpg,hjpuozrj@qtzxx.com,90  Main Street  whitefield  Bangalore - 560066,9035730925
Super built-up  Area,Ready To Move,Dodsworth Layout,3 BHK,Ciques ,1717,3,3,99,/House_Pics/74.jpg,irgafjvu@tqpzg.com,36  First Avenue  hebbal  Bangalore - 560024,9272228269
Built-up  Area,Ready To Move,Mullur,3 BHK,Arora A,2099,3,0,95,/House_Pics/75.jpg,rqqsuwem@scikn.com,85  Main Street  electroniccity  Bangalore - 560100,9390607600
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,No Society,1100,2,2,58,/House_Pics/76.jpg,zlndzvcx@kcgdv.com,73  Main Street  whitefield  Bangalore - 560066,9423293452
Plot  Area,Ready To Move,Hegganahalli,1 Bedroom,No Society,1200,1,0,48,/House_Pics/77.jpg,qklfgqxp@ndqvd.com,72  First Avenue  hebbal  Bangalore - 560024,9384304977
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,AMaveon,1465,2,1,45.87,/House_Pics/78.jpg,pqsslnpk@dcthr.com,56  Second Road  mekhricircle  Bangalore - 560006,8355495932
Plot  Area,Ready To Move,Kothanur,1 Bedroom,No Society,1500,1,0,75,/House_Pics/79.jpg,sujnxgof@pplpq.com,93  Park Avenue  whitefield  Bangalore - 560066,9914480387
Plot  Area,Ready To Move,Prashanth Nagar,5 Bedroom,No Society,4050,4,1,600,/House_Pics/80.jpg,hreecanr@zlcil.com,92  Park Avenue  btm  Bangalore - 560076,8808010540
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255,2,1,90,/House_Pics/81.jpg,qmrwdorm@qavht.com,27  First Avenue  whitefield  Bangalore - 560066,9382715470
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,No Society,1220,2,3,88,/House_Pics/0.jpg,mgkjyqxe@reuaj.com,55  Park Avenue  electroniccity  Bangalore - 560100,9214057954
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065,2,1,30.88,/House_Pics/1.jpg,osumlady@rtewv.com,51  First Avenue  electroniccity  Bangalore - 560100,8609516661
Built-up  Area,Ready To Move,Sultan Palaya,3 BHK,No Society,1765,3,3,80,/House_Pics/2.jpg,zjqngyrz@cnypw.com,42  First Avenue  hebbal  Bangalore - 560024,8253717680
Super built-up  Area,Ready To Move,Bellandur,2 BHK,OriewLa,1281,2,2,87,/House_Pics/3.jpg,flmmvbsf@gwfud.com,45  Second Road  hebbal  Bangalore - 560024,8008296350
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,1210,2,2,25,/House_Pics/4.jpg,foilbjul@lmxoj.com,41  First Avenue  electroniccity  Bangalore - 560100,9112732635
Carpet  Area,Ready To Move,Kaggadasapura,2 BHK,AnaveEn,1215,2,3,43,/House_Pics/5.jpg,okpgkejk@eaylj.com,15  Elm Street  whitefield  Bangalore - 560066,8109258374
Plot  Area,Ready To Move,Ananth Nagar,4 Bedroom,No Society,1200,3,1,87,/House_Pics/6.jpg,ldytyztx@sqygb.com,91  Second Road  whitefield  Bangalore - 560066,8910085673
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,SaodySa,1237,2,2,73,/House_Pics/7.jpg,ikhfnqgl@vkgjh.com,26  Park Avenue  yelahanka  Bangalore - 560064,9818693018
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,Oaeze B,1300,2,1,70,/House_Pics/8.jpg,mqvgbmth@egeaw.com,63  Main Street  yelahanka  Bangalore - 560064,8281513054
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1105,2,2,39.99,/House_Pics/9.jpg,ycjfalwx@kzpjh.com,89  Second Road  whitefield  Bangalore - 560066,9296074922
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Riiew L,1505,2,2,42,/House_Pics/10.jpg,gcwykbyt@tpkel.com,51  First Avenue  whitefield  Bangalore - 560066,9704598258
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,GonumPl,3900,5,0,310,/House_Pics/11.jpg,zrbcmhmw@ahhyd.com,75  Park Avenue  hebbal  Bangalore - 560024,9228545385
Built-up  Area,Ready To Move,Banashankari,2 BHK,Sksia A,1186,2,3,65,/House_Pics/12.jpg,vhsldnre@kgteq.com,24  Park Avenue  mekhricircle  Bangalore - 560006,9725576218
Plot  Area,Ready To Move,Byrathi Village,4 Bedroom,No Society,900,3,1,51,/House_Pics/13.jpg,aosliwkd@dcyxb.com,1  Park Avenue  whitefield  Bangalore - 560066,9802876411
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2,1,35.5,/House_Pics/14.jpg,pjauyluw@wuign.com,57  Second Road  whitefield  Bangalore - 560066,9872320698
Built-up  Area,Ready To Move,Varthur,2 BHK,SLncyaj,1083,2,2,28,/House_Pics/15.jpg,imijhraj@hjfzd.com,31  Park Avenue  hebbal  Bangalore - 560024,8840724270
Built-up  Area,Ready To Move,Nagaraja Garden,3 BHK,No Society,1430,2,1,78.65,/House_Pics/16.jpg,xwllevmt@rbvud.com,53  Park Avenue  whitefield  Bangalore - 560066,8904054763
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2,2,68,/House_Pics/17.jpg,agavjkpf@qrelc.com,93  Second Road  hebbal  Bangalore - 560024,8579378986
Super built-up  Area,Ready To Move,VGP Layout,3 BHK,AbnceEs,2108,3,3,85,/House_Pics/18.jpg,qfcjjorw@sztwx.com,3  Second Road  yelahanka  Bangalore - 560064,9180124756
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1650,3,2,101,/House_Pics/19.jpg,rnwjclnf@yzxae.com,77  Second Road  hebbal  Bangalore - 560024,9784436114
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1220,3,1,36.6,/House_Pics/20.jpg,cyladdwx@opapk.com,62  First Avenue  electroniccity  Bangalore - 560100,9058345294
Super built-up  Area,Ready To Move,Rayasandra,2 BHK,MJeusyl,1198,2,1,54,/House_Pics/21.jpg,bouijdzj@bkqtb.com,95  Second Road  whitefield  Bangalore - 560066,9218114712
Super built-up  Area,Ready To Move,Ejipura,2 BHK,Prsichi,1190,2,1,70,/House_Pics/22.jpg,wvgjteil@iwzuf.com,55  Second Road  yelahanka  Bangalore - 560064,8838248998
Built-up  Area,21-Dec,Judicial Layout  Kanakapura Road  ,2 BHK,No Society,900,2,1,41,/House_Pics/23.jpg,lsrgtdll@tpbxo.com,81  Second Road  hebbal  Bangalore - 560024,8863998857
Super built-up  Area,19-Dec,J.P.nagar 6th Phase.Sarakki Nagar,4 BHK,No Society,2690,4,2,185,/House_Pics/24.jpg,ibyqmcfp@dqjzk.com,19  Elm Street  btm  Bangalore - 560076,9046094893
Built-up  Area,Ready To Move,Kanakapura,2 BHK,No Society,1340,2,2,65,/House_Pics/25.jpg,thzsdovx@blzve.com,51  Park Avenue  electroniccity  Bangalore - 560100,8098095144
Plot  Area,18-Sep,Bommenahalli,4 Bedroom,Prood G,2940,3,2,2250,/House_Pics/26.jpg,ycqzivuy@tpija.com,18  Elm Street  whitefield  Bangalore - 560066,9063353134
Plot  Area,Ready To Move,Giri Nagar,6 Bedroom,No Society,2400,6,1,400,/House_Pics/27.jpg,erhvmhoe@ruxut.com,58  Elm Street  electroniccity  Bangalore - 560100,9656186028
Plot  Area,Immediate Possession,Whitefield,,SRniaGa,2324,0,0,26.73,/House_Pics/28.jpg,omxjpkaa@ttygl.com,16  Main Street  whitefield  Bangalore - 560066,8588654051
Super built-up  Area,19-Dec,Yelahanka,2 BHK,Goues A,1260,2,2,59.2,/House_Pics/29.jpg,nvyivhrr@xcprs.com,10  Second Road  yelahanka  Bangalore - 560064,8038411120
Super built-up  Area,21-Feb,Talaghattapura,3 BHK,Sodgere,2254,3,2,153,/House_Pics/30.jpg,huhaxamc@pyddb.com,91  Main Street  whitefield  Bangalore - 560066,9976692792
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2990,5,1,210,/House_Pics/31.jpg,vzxlqndr@zjjwn.com,3  First Avenue  yelahanka  Bangalore - 560064,8385201335
Built-up  Area,Ready To Move,1st Block BEL Layout,4 Bedroom,No Society,1800,5,1,250,/House_Pics/32.jpg,ekhjdfwl@khqjr.com,35  Elm Street  electroniccity  Bangalore - 560100,9913684448
Built-up  Area,Ready To Move,JP Nagar,2 BHK,Adaveth,820,2,1,45,/House_Pics/33.jpg,twpapivp@xcoou.com,59  First Avenue  electroniccity  Bangalore - 560100,8277754969
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Naireru,1296,2,2,65,/House_Pics/34.jpg,bxzjvezo@aoguc.com,63  Second Road  electroniccity  Bangalore - 560100,8275020339
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,No Society,1190,2,1,53.55,/House_Pics/35.jpg,lzciyjqk@jvkka.com,85  Park Avenue  yelahanka  Bangalore - 560064,9383168319
Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2,1,77,/House_Pics/36.jpg,gxocuxdq@gaeyb.com,65  Elm Street  whitefield  Bangalore - 560066,9113572893
Plot  Area,16-Dec,Sarjapura - Attibele Road,3 Bedroom,No Society,1800,3,2,90,/House_Pics/37.jpg,obsgwmut@tbpfn.com,77  Elm Street  mekhricircle  Bangalore - 560006,9702760643
Built-up  Area,Ready To Move,Yelahanka,2 BHK,Rarthne,1102,2,0,52,/House_Pics/38.jpg,gvjivltf@lxncf.com,28  Park Avenue  yelahanka  Bangalore - 560064,8056865651
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,No Society,913,2,1,36,/House_Pics/39.jpg,yjcgemqy@azbaf.com,33  First Avenue  btm  Bangalore - 560076,8481998553
Super built-up  Area,18-Apr,Hormavu,3 BHK,No Society,1176,2,1,35.27,/House_Pics/40.jpg,tfvwzhjp@hpklw.com,61  Main Street  btm  Bangalore - 560076,8374389388
Built-up  Area,Ready To Move,Prithvi Layout,3 BHK,Srllaan,1620,3,0,65,/House_Pics/41.jpg,lhrfntbk@cecol.com,66  Park Avenue  btm  Bangalore - 560076,8192965343
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,PuhtsHe,2968,3,0,225,/House_Pics/42.jpg,krurecir@gjfcm.com,29  Elm Street  electroniccity  Bangalore - 560100,8887096527
Super built-up  Area,17-Dec,Yelahanka,2 BHK,Hotat H,1519,2,3,65,/House_Pics/43.jpg,nejxgvuk@fsrgp.com,32  Second Road  yelahanka  Bangalore - 560064,9632394240
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Saageat,1345,2,2,106,/House_Pics/44.jpg,ynxxiuid@kqhel.com,91  Park Avenue  electroniccity  Bangalore - 560100,8791129356
Super built-up  Area,19-Dec,Dodsworth Layout,3 BHK,Prard B,1594,3,2,99,/House_Pics/45.jpg,isvaatia@yqahp.com,1  Second Road  hebbal  Bangalore - 560024,9879857854
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,SLarkic,1250,2,1,68,/House_Pics/46.jpg,dahtrydb@kwdtd.com,68  Second Road  yelahanka  Bangalore - 560064,9510912294
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Zostaa ,1056,2,1,60,/House_Pics/47.jpg,duzanmtw@grtfy.com,64  First Avenue  electroniccity  Bangalore - 560100,9197936343
Plot  Area,18-Dec,Whitefield,3 Bedroom,No Society,1200,3,1,68.4,/House_Pics/48.jpg,gcinkbju@ghqio.com,25  Park Avenue  whitefield  Bangalore - 560066,9450478856
Plot  Area,Ready To Move,Kothnur Narayanapura,2 Bedroom,No Society,1290,1,0,77.5,/House_Pics/49.jpg,ldhdxudk@qffcw.com,24  Elm Street  btm  Bangalore - 560076,9839418228
Built-up  Area,Ready To Move,Amruthnagar,2 BHK,No Society,1150,2,1,48,/House_Pics/50.jpg,apbsoltn@jmjqu.com,37  Elm Street  whitefield  Bangalore - 560066,8848076388
Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1464,2,1,145,/House_Pics/51.jpg,utxpnuvz@fxgzk.com,90  First Avenue  whitefield  Bangalore - 560066,8353355697
Plot  Area,Ready To Move,Anekal,4 Bedroom,No Society,1200,2,1,36,/House_Pics/52.jpg,uyzfncxx@mcadc.com,59  Main Street  btm  Bangalore - 560076,9330821202
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861,2,0,36.5,/House_Pics/53.jpg,iwgykddj@dhkvb.com,100  Park Avenue  hebbal  Bangalore - 560024,8234051709
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2,1,82.62,/House_Pics/54.jpg,ogwrddkk@lqriz.com,3  Elm Street  yelahanka  Bangalore - 560064,8348301355
Plot  Area,Ready To Move,Lakshmipura,2 Bedroom,No Society,1200,2,0,75,/House_Pics/55.jpg,gkxzhjhq@aqzvi.com,6  First Avenue  yelahanka  Bangalore - 560064,9627789414
Plot  Area,Ready To Move,Kirloskar Layout,10 Bedroom,No Society,1200,10,0,190,/House_Pics/56.jpg,krhfbotn@dkmte.com,4  Second Road  btm  Bangalore - 560076,8005009361
Built-up  Area,Ready To Move,Hongasandra,2 BHK,No Society,1065,2,1,45,/House_Pics/57.jpg,iogavmgw@qhygh.com,26  Elm Street  whitefield  Bangalore - 560066,9848190583
Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2300,3,3,369,/House_Pics/58.jpg,cflouitu@omoqp.com,36  Second Road  mekhricircle  Bangalore - 560006,9376801555
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,JSonyar,1000,2,1,62,/House_Pics/59.jpg,jrldonxj@tbmon.com,59  First Avenue  whitefield  Bangalore - 560066,9936521014
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682,3,1,113,/House_Pics/60.jpg,hdxbvacz@lhheb.com,29  Main Street  whitefield  Bangalore - 560066,9805780246
Super built-up  Area,Ready To Move,Harlur,3 BHK,No Society,1756,3,2,131,/House_Pics/61.jpg,mnpelaff@wqkcb.com,97  First Avenue  mekhricircle  Bangalore - 560006,9624101258
Plot  Area,Ready To Move,BEL Road,5 Bedroom,No Society,4000,4,2,1000,/House_Pics/62.jpg,putzwoky@kqdgw.com,3  Park Avenue  mekhricircle  Bangalore - 560006,9119685501
Super built-up  Area,Ready To Move,Vignana Nagar,4 BHK,No Society,1050,4,2,90,/House_Pics/63.jpg,qcirrwuu@ionsl.com,89  Park Avenue  electroniccity  Bangalore - 560100,8275081193
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,No Society,1238,2,1,67.32,/House_Pics/64.jpg,kcfsrmat@xywns.com,36  Second Road  hebbal  Bangalore - 560024,8911249411
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,814,2,1,42,/House_Pics/65.jpg,qssyvclt@supgd.com,20  First Avenue  btm  Bangalore - 560076,8259727502
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,GSodsee,1145,2,1,46.5,/House_Pics/66.jpg,kjsnpzsm@iniak.com,31  Elm Street  yelahanka  Bangalore - 560064,9244101634
Super built-up  Area,Ready To Move,Varthur,2 BHK,Maita R,965,2,1,34,/House_Pics/67.jpg,bqrirpms@wyoyp.com,53  Park Avenue  whitefield  Bangalore - 560066,9220104018
Super built-up  Area,Ready To Move,Doddabele,2 BHK,No Society,750,2,1,36,/House_Pics/68.jpg,rjoinvel@cbivn.com,46  Second Road  mekhricircle  Bangalore - 560006,9347166227
Built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1300,2,2,55,/House_Pics/69.jpg,hnknofko@eryoc.com,9  Elm Street  mekhricircle  Bangalore - 560006,9667919817
Super built-up  Area,18-May,1st Phase JP Nagar,3 BHK,Inntsth,1590,3,3,131,/House_Pics/70.jpg,bwvlcatq@omfqn.com,40  Park Avenue  btm  Bangalore - 560076,8323864761
Super built-up  Area,20-Aug,Begur Road,1 BHK,Pruthg ,644,1,1,40,/House_Pics/71.jpg,qfgkourq@tywux.com,74  First Avenue  btm  Bangalore - 560076,8909771575
Super built-up  Area,18-Mar,Whitefield,2 BHK,Pranthi,982,2,1,37,/House_Pics/72.jpg,joukagev@xiafd.com,25  First Avenue  whitefield  Bangalore - 560066,8494646223
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,No Society,1260,2,2,100,/House_Pics/73.jpg,ajjcatln@olhwj.com,79  First Avenue  hebbal  Bangalore - 560024,9962802038
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1555,3,2,75.17,/House_Pics/74.jpg,smgmwqtp@gddla.com,24  Main Street  whitefield  Bangalore - 560066,9042517296
Built-up  Area,Ready To Move,Race Course Road,4 Bedroom,No Society,2500,4,1,450,/House_Pics/75.jpg,waojlgur@rkwkj.com,63  Main Street  electroniccity  Bangalore - 560100,8501266821
Super built-up  Area,18-Aug,Kaggadasapura,2 BHK,No Society,1225,2,2,48,/House_Pics/76.jpg,dgwcpaah@xvinh.com,18  Park Avenue  electroniccity  Bangalore - 560100,8108933360
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,PisomSu,1085,2,1,46,/House_Pics/77.jpg,hgkycbpr@shozx.com,75  Elm Street  electroniccity  Bangalore - 560100,9331118400
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3,2,220,/House_Pics/78.jpg,uaszvwez@iirfr.com,59  Park Avenue  electroniccity  Bangalore - 560100,9439920775
Built-up  Area,18-Aug,Thanisandra,3 BHK,Bhmesy ,1595,3,1,110,/House_Pics/79.jpg,sajtrbyl@xgsug.com,45  First Avenue  yelahanka  Bangalore - 560064,8127211175
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196,2,2,40.44,/House_Pics/80.jpg,kjjmzbmh@dyfha.com,47  Park Avenue  hebbal  Bangalore - 560024,9306211810
Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,1859,3,1,108,/House_Pics/81.jpg,uwvckbwa@wjvzb.com,59  Main Street  yelahanka  Bangalore - 560064,9919943893
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,Vasisvi,1079,2,1,60,/House_Pics/0.jpg,dgbmvqek@nxhzu.com,18  Park Avenue  btm  Bangalore - 560076,9570748085
